0,60166
1,37276
2,22752
3,14411
4,9336
5,6136
6,76425
7,48941
8,31014
9,19263
10,12012
11,7670
12,63825
13,40039
14,25615
15,16133
16,10352
17,6503
18,63478
19,39005
20,24402
21,15441
22,9856
23,6415
24,59017
25,36344
26,22571
27,14107
28,9309
29,6224
30,75861
31,48587
32,30546
33,19019
34,11800
35,7557
36,63497
37,40410
38,25708
39,16425
40,10432
41,6508
42,62699
43,38754
44,24112
45,15205
46,9791
47,6569
48,59748
49,36792
50,22395
51,14227
52,9062
53,6048
54,76419
55,48779
56,30882
57,19240
58,11965
59,7703
60,64587
61,40898
62,26013
63,16571
64,10452
65,6791
66,63592
67,39299
68,24164
69,15194
70,9831
71,6512
72,57338
73,36655
74,23275
75,14591
76,9221
77,5934
78,69355
79,44702
80,28185
81,17533
82,10819
83,7223
84,68610
85,41359
86,24779
87,14863
88,9133
89,5870
90,57299
91,35915
92,22782
93,14643
94,9332
95,5931
96,57686
97,36919
98,23304
99,14510
100,9146
101,5903
102,68854
103,44431
104,27980
105,17484
106,10847
107,7131
108,69567
109,42014
110,24897
111,15029
112,9270
113,6001
114,56683
115,35615
116,22575
117,14357
118,9210
119,5890
120,60160
121,36761
122,22448
123,14067
124,9136
125,6088
126,75773
127,48630
128,30586
129,18963
130,11773
131,7541
132,64377
133,40872
134,25893
135,16425
136,10501
137,6681
138,62252
139,38901
140,24293
141,15381
142,9944
143,6460
144,57133
145,35649
146,22189
147,14453
148,9490
149,6347
150,74763
151,48529
152,30798
153,19533
154,12343
155,7601
156,62572
157,40800
158,26284
159,16939
160,10926
161,7000
162,60517
163,38235
164,24198
165,15704
166,10250
167,6710
168,61264
169,37429
170,22828
171,14217
172,9142
173,6101
174,76892
175,49246
176,31345
177,19439
178,12166
179,7795
180,64797
181,41281
182,26469
183,16702
184,10790
185,6883
186,62928
187,38840
188,24289
189,15380
190,9915
191,6474
192,55658
193,35549
194,22628
195,14264
196,9091
197,5867
198,69553
199,44568
200,28218
201,17441
202,10884
203,6994
204,67980
205,41158
206,24616
207,14848
208,9118
209,5994
210,56760
211,35613
212,22588
213,14338
214,9229
215,5996
216,55821
217,35730
218,22445
219,14222
220,9024
221,5855
222,69281
223,44775
224,28138
225,17440
226,10999
227,7094
228,68759
229,41548
230,24779
231,15148
232,9171
233,6060
234,56932
235,35772
236,22621
237,14427
238,9267
239,5989
240,56434
241,36102
242,22710
243,14400
244,9091
245,5843
246,69229
247,44782
248,28306
249,17546
250,10930
251,7098
252,68663
253,41436
254,24697
255,15023
256,9234
257,6120
258,56608
259,35850
260,22571
261,14331
262,9328
263,5957
264,56692
265,36312
266,22967
267,14372
268,9191
269,5862
270,69396
271,44801
272,28214
273,17352
274,10876
275,7118
276,68542
277,41304
278,24373
279,14807
280,9119
281,5953
282,56534
283,35552
284,22570
285,14429
286,9245
287,5901
288,57409
289,36783
290,23224
291,14586
292,9218
293,5975
294,68858
295,44572
296,28174
297,17521
298,10878
299,7061
300,68862
301,41717
302,24835
303,14924
304,8984
305,5903
306,56947
307,35857
308,22575
309,14398
310,9295
311,5958
312,57629
313,36741
314,23210
315,14582
316,9148
317,5952
318,68858
319,44346
320,27860
321,17271
322,10844
323,7120
324,69877
325,42120
326,25004
327,15192
328,9196
329,5983
330,56161
331,35252
332,22309
333,14089
334,9236
335,5843
336,57640
337,36827
338,23115
339,14347
340,9131
341,5906
342,68631
343,44058
344,27739
345,17173
346,10783
347,7054
348,69551
349,42119
350,24885
351,15024
352,9135
353,5972
354,55788
355,34999
356,21999
357,14204
358,9244
359,6048
360,58594
361,37388
362,23583
363,14565
364,9373
365,5960
366,68286
367,43979
368,27734
369,16959
370,10721
371,7018
372,69071
373,41735
374,24890
375,15001
376,9141
377,5961
378,57299
379,35966
380,22865
381,14447
382,9466
383,6176
384,58969
385,37748
386,23733
387,14903
388,9415
389,6183
390,67613
391,43719
392,27438
393,17134
394,10730
395,6979
396,68723
397,41713
398,24671
399,14945
400,9101
401,5790
402,57215
403,35740
404,22658
405,14400
406,9386
407,6190
408,59178
409,37760
410,23890
411,14744
412,9494
413,6218
414,67615
415,43762
416,27520
417,17171
418,10723
419,6871
420,69162
421,41877
422,25155
423,15141
424,9302
425,5981
426,58027
427,36020
428,22509
429,14373
430,9356
431,5973
432,59968
433,38269
434,23948
435,14978
436,9523
437,6358
438,67819
439,43801
440,27311
441,16846
442,10542
443,6870
444,68811
445,41818
446,25055
447,15182
448,9181
449,5862
450,58361
451,36440
452,22759
453,14245
454,9215
455,6028
456,60254
457,38316
458,24177
459,15105
460,9475
461,6114
462,68196
463,43786
464,27441
465,16965
466,10670
467,6888
468,69301
469,42300
470,25328
471,15335
472,9326
473,6042
474,58862
475,36464
476,22581
477,14282
478,9142
479,5881
480,60943
481,38934
482,24635
483,15421
484,9647
485,6249
486,68178
487,44114
488,27496
489,17036
490,10668
491,6938
492,68937
493,42202
494,25633
495,15501
496,9593
497,6064
498,59358
499,36597
500,22381
501,14180
502,8988
503,5835
504,60491
505,38755
506,24362
507,15249
508,9642
509,6115
510,68057
511,44106
512,27701
513,17131
514,10742
515,6908
516,67757
517,41999
518,25441
519,15588
520,9569
521,6100
522,59682
523,36458
524,22550
525,14079
526,8762
527,5672
528,60601
529,38814
530,24221
531,15056
532,9537
533,6253
534,67915
535,43859
536,27449
537,17065
538,10742
539,6864
540,68033
541,42138
542,25452
543,15801
544,9692
545,6127
546,59608
547,36296
548,22244
549,13815
550,8823
551,5722
552,60702
553,38790
554,24376
555,15205
556,9589
557,6142
558,67681
559,43454
560,27140
561,16788
562,10519
563,6763
564,67950
565,41750
566,25467
567,15668
568,9632
569,6084
570,59630
571,36291
572,21937
573,13759
574,8732
575,5516
576,61158
577,39067
578,24412
579,15336
580,9717
581,6225
582,66923
583,42921
584,26771
585,16433
586,10273
587,6796
588,67434
589,41679
590,25557
591,15671
592,9653
593,6043
594,59966
595,36381
596,21988
597,13560
598,8642
599,5628
600,61502
601,39421
602,24820
603,15636
604,9825
605,6331
606,66991
607,43275
608,27057
609,16609
610,10242
611,6682
612,66619
613,41293
614,25519
615,15617
616,9647
617,6109
618,61042
619,36946
620,22411
621,13685
622,8685
623,5677
624,61517
625,39512
626,24822
627,15839
628,9874
629,6460
630,67476
631,43264
632,26869
633,16603
634,10301
635,6636
636,67066
637,41934
638,25679
639,15778
640,9708
641,6199
642,60639
643,36595
644,22248
645,13722
646,8523
647,5628
648,61619
649,39652
650,24805
651,15693
652,9999
653,6395
654,67600
655,43367
656,27150
657,16585
658,10368
659,6580
660,65755
661,40787
662,25484
663,15743
664,9850
665,6213
666,60557
667,36423
668,21886
669,13410
670,8392
671,5492
672,62433
673,37755
674,23233
675,14703
676,9358
677,6251
678,76396
679,49095
680,31015
681,19152
682,12055
683,7690
684,65462
685,41358
686,26319
687,16497
688,10632
689,6783
690,62798
691,38963
692,24299
693,15595
694,10200
695,6580
696,62249
697,39606
698,24855
699,15646
700,9872
701,6295
702,67699
703,43519
704,27114
705,16604
706,10404
707,6770
708,67335
709,42294
710,25881
711,16125
712,9968
713,6231
714,61132
715,36433
716,21695
717,13240
718,8173
719,5323
720,62417
721,40042
722,24899
723,15632
724,9804
725,6351
726,67994
727,43566
728,27380
729,16893
730,10556
731,6832
732,66033
733,41509
734,25938
735,16177
736,10080
737,6412
738,60763
739,36339
740,21508
741,13020
742,8104
743,5185
744,62559
745,39932
746,25094
747,15584
748,9939
749,6378
750,68175
751,43804
752,27332
753,17094
754,10654
755,6927
756,64789
757,40946
758,25835
759,16187
760,10116
761,6243
762,61027
763,36164
764,21377
765,12877
766,8038
767,5184
768,62662
769,40055
770,25267
771,15693
772,9938
773,6435
774,67854
775,43761
776,27240
777,16892
778,10639
779,6925
780,64605
781,41036
782,25835
783,16258
784,10224
785,6430
786,61598
787,36310
788,21388
789,12785
790,7862
791,5128
792,62042
793,39746
794,24862
795,15531
796,9880
797,6342
798,68078
799,43641
800,27414
801,16910
802,10558
803,6779
804,64527
805,40806
806,25856
807,16277
808,10201
809,6426
810,61535
811,36183
812,21273
813,12938
814,7901
815,5228
816,62509
817,39717
818,25083
819,15642
820,9979
821,6450
822,67879
823,43533
824,27302
825,16740
826,10587
827,6784
828,64183
829,40789
830,25921
831,16277
832,10076
833,6380
834,61933
835,36171
836,21325
837,12957
838,7845
839,5176
840,62850
841,40160
842,25305
843,15755
844,9969
845,6427
846,67803
847,43301
848,26915
849,16512
850,10481
851,6732
852,62918
853,40001
854,25372
855,16085
856,10004
857,6365
858,60600
859,35770
860,21107
861,12683
862,7902
863,5353
864,64061
865,40986
866,25698
867,15917
868,10240
869,6485
870,67374
871,42918
872,26924
873,16543
874,10359
875,6645
876,63214
877,40123
878,25348
879,16024
880,9990
881,6231
882,61290
883,36017
884,21253
885,12885
886,7951
887,5259
888,63889
889,41034
890,25697
891,15947
892,10123
893,6370
894,67578
895,43117
896,27103
897,16575
898,10618
899,6673
900,63241
901,40100
902,25423
903,16054
904,10184
905,6324
906,60949
907,35828
908,20824
909,12706
910,8082
911,5305
912,63844
913,40829
914,25432
915,15855
916,9972
917,6387
918,67386
919,43072
920,27051
921,16789
922,10492
923,6722
924,62943
925,40215
926,25369
927,16048
928,10099
929,6336
930,61289
931,35908
932,21192
